brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,horsepower,engine_capacity,cylinders
INFINITI,G35 Sport,2007,37100,Gasoline,6-Speed M/T,Gray,Black,0,1,16900,306.0,3.5,6.0
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,6-Speed M/T,Silver,Black,0,1,14500,210.0,2.0,4.0
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,8-Speed Automatic,Go Mango!,Black,0,0,53900,345.0,6.4,8.0
Lincoln,Navigator L Reserve,2019,67073,Gasoline,10-Speed A/T,Black,Black,1,1,47999,450.0,3.5,6.0
Maserati,Ghibli S Q4,2015,28700,Gasoline,8-Speed A/T,White,Red,0,0,24900,404.0,3.0,6.0
Tesla,Model X Base,2023,8200,Electric,A/T,Black,Black,0,1,93999,670.0,0.0,0.0
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,108900,563.0,5.5,8.0
Ford,Expedition Limited,2018,98995,Gasoline,Automatic,Ingot Silver Metallic,Ebony,0,0,34998,325.0,3.5,6.0
Volkswagen,Routan SE,2012,123815,Gasoline,6-Speed A/T,Black,Gray,0,1,5000,283.0,3.6,6.0
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,7-Speed Automatic with Auto-Shift,White,White,0,1,1950995,1001.0,8.0,16.0
Toyota,Highlander XLE,2020,61341,Gasoline,8-Speed Automatic,Midnight Black Metallic,Black,1,0,34084,268.0,3.5,6.0
Honda,Civic LX,2016,96473,Gasoline,Automatic CVT,Black,Black,0,0,15599,205.0,2.0,4.0
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,5-Speed Automatic,Black Clearcoat,Black,0,0,31331,285.0,3.6,6.0
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,6-Speed A/T,Black,Black,0,1,9900,400.0,4.2,8.0
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,5-Speed A/T,Gold,Beige,0,1,14500,150.0,2.0,4.0
BMW,M6 Base,2016,45800,Gasoline,7-Speed A/T,Gold,Black,0,0,36800,560.0,4.4,8.0
Polestar,2 Launch Edition,2021,12172,Electric,1-Speed Automatic,Thunder Gray,Charcoal,0,0,35999,476.0,0.0,0.0
BMW,X6 sDrive35i,2016,70582,Gasoline,8-Speed A/T,Black,White,1,1,35000,300.0,3.0,6.0
Porsche,Cayman S,2014,33088,Gasoline,7-Speed A/T,Black,Black,0,1,49750,325.0,3.4,6.0
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,CVT Transmission,Silver,Beige,0,1,49000,266.0,2.5,4.0
Cadillac,DTS Luxury II,2008,94155,Gasoline,4-Speed A/T,White,Beige,0,1,10500,275.0,4.6,8.0
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,8-Speed A/T,Red,Beige,0,1,17999,335.0,3.6,6.0
GMC,Sierra 1500 SLT,2016,99500,Gasoline,8-Speed A/T,Gray,Black,0,1,27995,355.0,5.3,8.0
INFINITI,G37 x,2009,158564,Gasoline,A/T,Blue,Beige,0,1,8750,328.0,3.7,6.0
Ford,Transit-350 XLT,2023,20000,Gasoline,10-Speed A/T,Black,Black,0,1,78499,310.0,3.5,6.0
Cadillac,XTS Luxury,2018,46711,Gasoline,6-Speed A/T,Silver,Black,1,1,20850,304.0,3.6,6.0
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,A/T,Black,Gray,0,1,41000,375.0,5.6,8.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,9-Speed A/T,Silver,Black,0,1,53800,362.0,3.0,6.0
Toyota,Land Cruiser Base,2008,175000,Gasoline,6-Speed A/T,Black,Beige,1,1,37900,381.0,5.7,8.0
Toyota,Land Cruiser Base,2016,61500,Gasoline,8-Speed A/T,White,Black,0,1,63500,381.0,5.7,8.0
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,6-Speed A/T,Black,Gray,0,1,65000,280.0,3.6,6.0
Lamborghini,Gallardo Base,2007,38800,Gasoline,Transmission w/Dual Shift Mode,Orange,Orange,0,1,100000,493.0,5.0,10.0
Lincoln,MKZ Base,2011,83765,Gasoline,A/T,Black,Black,0,1,8995,263.0,3.5,6.0
Mercedes-Benz,EQS 450 4MATIC,2023,7388,Electric,1-Speed A/T,Gray,Beige,0,1,105500,355.0,0.0,0.0
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,Automatic,Bianco Monocerus,Nero Ade,0,0,359991,571.0,5.2,10.0
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,8-Speed Automatic,Verde,Black,0,0,75900,280.0,2.9,6.0
Chevrolet,Trailblazer LT,2021,50648,Gasoline,Automatic CVT,Pacific Blue Metallic,Jet Black,0,0,23995,355.0,1.2,3.0
Lamborghini,Urus Base,2021,13692,Gasoline,8-Speed A/T,Black,Red,0,1,257000,641.0,4.0,8.0
INFINITI,G37 x,2013,60058,Gasoline,A/T,White,Beige,1,1,15000,328.0,3.7,6.0
Maserati,Levante S,2017,54423,Gasoline,8-Speed A/T,Black,Black,0,1,33950,424.0,3.0,6.0
Toyota,Highlander Limited,2022,24001,Gasoline,8-Speed Automatic,Wind Chill Pearl,Graphite,0,0,47498,268.0,3.5,6.0
Nissan,Armada SL,2022,14735,Gasoline,Automatic,White,Black,0,0,50998,284.0,5.6,6.0
Audi,Q5 Premium,2023,2425,Hybrid,Automatic,Mythos Black,Unknown,0,0,42998,333.0,2.0,6.0
Ford,Shelby GT500 Base,2022,2050,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,94999,760.0,5.2,8.0
Lincoln,Navigator L Reserve,2019,64855,Gasoline,10-Speed A/T,Silver,Beige,0,1,46995,450.0,3.5,6.0
Mercedes-Benz,EQS 450+ Base,2022,16238,Electric,1-Speed A/T,White,Beige,0,1,62479,329.0,0.0,0.0
RAM,1500 Laramie,2022,18051,Gasoline,Automatic,Patriot Blue Pearlcoat,Black,0,1,47995,395.0,5.7,8.0
Lincoln,Town Car Base,2004,36524,Gasoline,4-Speed A/T,Black,Black,0,1,14900,239.0,4.6,8.0
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,"Automatic, 10-Spd",Lunar Silver Metallic,Ebony,0,0,39998,279.5,2.0,6.0
Toyota,Camry Hybrid LE,2022,14048,Hybrid,Automatic CVT,Black,Black,0,0,29999,268.0,2.5,4.0
Honda,CR-V EX,2003,224000,Gasoline,M/T,Black,Gray,0,1,3900,160.0,2.4,4.0
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,0,1,26000,402.0,4.7,8.0
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,6-Speed M/T,Red,Unknown,1,1,11000,166.0,2.0,4.0
Porsche,718 Boxster Base,2019,6700,Gasoline,7-Speed A/T,Gray,Black,0,1,63000,300.0,2.0,4.0
Ford,Transit-350 XLT,2015,143000,Gasoline,6-Speed A/T,Silver,Gray,0,1,22500,275.0,3.7,6.0
Kia,Sportage SX Turbo,2017,87842,Gasoline,6-Speed Automatic,Black Cherry,Black,0,1,18688,199.0,2.0,4.0
INFINITI,G37 S Sport,2010,116451,Gasoline,6-Speed M/T,White,Gray,0,1,16500,328.0,3.7,6.0
Nissan,Titan XD S,2019,53677,Gasoline,7-Speed A/T,Red,Gray,0,1,27900,390.0,5.6,8.0
Audi,S7 2.9T Prestige,2021,12000,Hybrid,8-Speed A/T,Gray,Black,0,1,77500,444.0,2.9,6.0
Land,Rover Discovery HSE,2019,20034,Gasoline,Automatic,Yulong White,Tan/Ebony,0,0,43998,380.0,3.0,8.0
Ford,Transit-350 XLT,2020,32000,Diesel,A/T,Black,Black,0,1,68000,210.0,2.0,4.0
INFINITI,Q70 3.7,2014,70312,Gasoline,7-Speed A/T,Black,Black,0,1,19995,330.0,3.7,6.0
Jeep,Gladiator Rubicon,2022,8794,Gasoline,A/T,White,Black,0,1,54000,285.0,3.6,6.0
Lincoln,MKX Base,2010,156000,Gasoline,6-Speed A/T,Black,Black,1,1,5900,265.0,3.5,6.0
Porsche,911 Carrera 4S,2020,25568,Gasoline,7-Speed Manual,Red,Black,0,1,134999,365.0,3.0,6.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,1,1,34250,362.0,3.0,6.0
Porsche,Cayman Base,2014,52000,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,1,1,37000,275.0,2.7,6.0
Acura,MDX 3.7L Advance,2011,137200,Gasoline,Transmission w/Dual Shift Mode,White,Gray,0,1,12000,300.0,3.7,6.0
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,7-Speed A/T,White,Black,1,1,32000,292.0,2.0,4.0
Kia,Forte GT-Line,2023,15500,Gasoline,CVT Transmission,White,Black,1,1,24500,147.0,2.0,4.0
BMW,M8 Competition,2020,10906,Gasoline,Automatic,Donington Grey Metallic,Black,0,0,96998,335.0,4.4,6.0
Lincoln,MKC Select,2019,49814,Gasoline,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,0,0,26545,304.0,2.0,4.0
BMW,i8 Base,2015,846,Plug-In Hybrid,A/T,White,White,0,1,86999,357.0,1.5,3.0
Toyota,Highlander XLE,2021,67039,Gasoline,8-Speed Automatic,Blue,Black,0,0,34645,268.0,3.5,6.0
Mazda,CX-30 Premium Package,2023,2636,Gasoline,6-Speed Automatic,Platinum Quartz Metallic,Black,0,0,28535,184.0,2.5,4.0
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,8-Speed Automatic,White,Black,1,1,43550,365.0,3.6,6.0
Lincoln,MKZ Reserve,2017,37375,Gasoline,6-Speed A/T,Blue,Brown,0,1,27500,400.0,3.0,6.0
Tesla,Model 3 Standard Range Plus,2021,21600,Electric,A/T,White,Black,0,1,31000,271.0,0.0,0.0
Porsche,718 Cayman S,2019,9500,Gasoline,7-Speed A/T,Red,Black,1,1,69000,350.0,2.5,4.0
Chevrolet,Corvette Base,2005,143095,Gasoline,4-Speed A/T,Red,Black,0,1,16000,400.0,6.0,8.0
Acura,RSX Type S,2002,80000,Gasoline,6-Speed M/T,Beige,Beige,1,1,8500,200.0,2.0,4.0
Ferrari,Roma Base,2021,3000,Gasoline,8-Speed A/T,Blue,Brown,0,1,275000,611.0,3.9,8.0
Porsche,Cayman S,2007,5856,Gasoline,6-Speed M/T,Black,Black,0,1,45000,295.0,3.4,6.0
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,8-Speed Automatic,Yellow,Unknown,0,1,488880,563.0,6.8,12.0
Audi,SQ7 4.0T,2022,28927,Gasoline,Automatic,Matador Red Metallic,Black,0,0,74900,333.0,4.0,8.0
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,9-Speed A/T,Black,Black,0,1,144664,603.0,4.0,8.0
Honda,Ridgeline RTL-E,2021,14442,Gasoline,9-Speed A/T,White,Beige,0,1,38500,280.0,3.5,6.0
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,7-Speed A/T,Silver,Black,0,1,12995,302.0,5.0,8.0
Lexus,GX 470 Base,2004,154000,Gasoline,A/T,White,Beige,1,1,10000,235.0,4.7,8.0
Lexus,NX 200t Base,2015,54000,Gasoline,6-Speed A/T,White,Black,0,1,27000,235.0,2.0,4.0
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,4-Speed A/T,Silver,Gray,1,1,6000,210.0,3.7,6.0
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,8-Speed Automatic,Blu,Nero,0,1,52645,405.0,3.0,6.0
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,Automatic,Fuji White,Unknown,0,0,35998,380.0,2.0,8.0
Aston,Martin DBX Base,2021,2353,Gasoline,9-Speed Automatic,Green,Sahara Tan,0,1,159500,420.0,4.0,8.0
Audi,Q3 45 S line Premium,2022,9325,Gasoline,8-Speed Automatic,Mythos Black Metallic,Black,0,0,33610,333.0,2.0,4.0
Ford,Explorer XLT,2020,61001,Gasoline,10-Speed Automatic,Gray,Ebony,1,1,28616,325.0,2.3,4.0
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,9-Speed A/T,White,Black,0,1,46900,469.0,4.0,8.0
Subaru,BRZ Premium,2023,5800,Gasoline,6-Speed M/T,Black,Black,0,1,29990,228.0,2.4,4.0
BMW,640 i,2016,40080,Gasoline,8-Speed A/T,Black,Black,0,1,28499,315.0,3.0,6.0
Kia,Stinger GT2,2020,57000,Gasoline,A/T,Black,Red,1,1,36500,365.0,3.3,6.0
Chevrolet,Bolt EUV Premier,2022,7624,Electric,1-Speed Automatic,Mosaic Black Metallic,Jet Black,0,1,31985,355.0,0.0,0.0
Subaru,Forester 2.5 XT,2004,122000,Gasoline,5-Speed M/T,Gold,Black,1,1,9999,210.0,2.5,4.0
Kia,Sportage X-Pro,2023,459,Gasoline,8-Speed Automatic,Jungle Green,Black,0,0,36998,199.0,2.5,4.0
BMW,M4 Base,2016,62500,Gasoline,7-Speed A/T,Black,Orange,1,1,40500,425.0,3.0,6.0
Hyundai,Equus Signature,2013,72000,Gasoline,8-Speed A/T,Silver,Black,0,1,17500,429.0,5.0,8.0
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,"Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,0,0,69900,362.0,3.0,6.0
BMW,M550 i xDrive,2020,40000,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,0,1,53000,523.0,4.4,8.0
Subaru,Impreza WRX STI,2014,77000,Gasoline,6-Speed M/T,Gray,Black,1,1,30000,305.0,2.5,4.0
Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,Automatic,Black,Black,0,0,159998,362.0,4.0,8.0
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,6-Speed Automatic,Deep Crystal Blue Mica,Black,0,0,22966,184.0,2.5,4.0
Hyundai,Veloster Base,2013,800,Gasoline,Transmission w/Dual Shift Mode,Black,Gray,0,1,9800,132.0,1.6,4.0
Bentley,Bentayga S,2023,2600,Gasoline,8-Speed Automatic,Beluga Black,Hotspur,0,1,239995,552.0,4.0,8.0
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,Automatic,Eiger Grey,Unknown,0,0,79998,380.0,3.0,8.0
Kia,Telluride SX,2020,69185,Gasoline,8-Speed Automatic,Ebony Black,Gray,0,0,37405,199.0,3.8,6.0
Maserati,GranTurismo Sport,2015,45000,Gasoline,6-Speed A/T,Black,Black,0,1,41900,454.0,4.7,8.0
BMW,540 i xDrive,2020,37426,Gasoline,Automatic,White,Black,0,0,39998,335.0,2.0,6.0
INFINITI,M56 Base,2011,137000,Gasoline,Transmission w/Dual Shift Mode,Gray,Brown,1,1,8500,420.0,5.6,8.0
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,8-Speed A/T,Black,Red,1,1,73900,490.0,6.2,8.0
Audi,Q5 S line Premium Plus,2023,4648,Hybrid,Automatic,Mythos Black,Black,0,0,47598,333.0,2.0,6.0
Lexus,GX 460 Base,2018,52100,Gasoline,6-Speed A/T,White,Beige,0,1,38000,301.0,4.6,8.0
BMW,X1 sDrive28i,2014,50100,Gasoline,A/T,Brown,Beige,0,1,10795,240.0,2.0,4.0
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,8-Speed A/T,White,Black,0,1,32400,280.0,2.0,4.0
RAM,1500 Big Horn,2021,70968,Gasoline,8-Speed A/T,Black,Black,0,1,34000,395.0,5.7,8.0
BMW,M4 Base,2015,26600,Gasoline,A/T,White,Unknown,0,1,53000,425.0,3.0,6.0
Tesla,Model X Long Range,2022,15443,Electric,1-Speed A/T,Red,Black,0,1,84500,670.0,0.0,0.0
Volvo,S90 T5 Momentum,2018,95000,Gasoline,8-Speed A/T,White,Beige,0,1,18000,250.0,2.0,4.0
Subaru,Impreza WRX Sti,2005,94000,Gasoline,6-Speed M/T,Black,Blue,0,1,19500,300.0,2.5,4.0
BMW,X6 xDrive40i,2020,45076,Gasoline,Automatic,Blue,Black,0,0,57998,335.0,3.0,6.0
Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,A/T,Gold,Beige,0,1,11000,272.0,2.0,4.0
Land,Rover Discovery Sport HSE,2016,49083,Gasoline,9-Speed Automatic,Indus Silver,Ebony,0,0,21590,380.0,2.0,4.0
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,27500,420.0,5.0,8.0
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,A/T,Black,Black,1,1,18000,268.0,3.5,6.0
Land,Rover Range Rover Autobiography,2023,324,Gasoline,Automatic,Black,Blk,0,0,199998,380.0,4.4,8.0
Kia,Optima EX,2019,68166,Gasoline,Automatic,Ebony Black,Black,0,0,20818,199.0,1.6,4.0
Toyota,Highlander SE,2018,53607,Gasoline,8-Speed Automatic,Midnight Black Metallic,Black,1,0,31853,268.0,3.5,6.0
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,Diesel,Transmission w/Dual Shift Mode,Gray,Black,0,0,45900,188.0,3.0,6.0
BMW,X1 xDrive28i,2020,18200,Gasoline,A/T,White,Beige,1,1,29500,228.0,2.0,4.0
Audi,R8 5.2,2015,51000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,102000,550.0,5.2,10.0
Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,A/T,Blue,Red,0,1,42800,292.0,2.0,4.0
Toyota,Tundra Hybrid TRD Pro,2022,7000,Hybrid,10-Speed A/T,Orange,Unknown,0,1,75500,437.0,3.4,6.0
Audi,SQ5 3.0T Premium Plus,2022,8497,Gasoline,Automatic,Ibis White,Black,0,0,52900,333.0,3.0,6.0
Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,Transmission w/Dual Shift Mode,White,Black,1,1,20000,252.0,2.0,4.0
Lamborghini,Huracan EVO Base,2022,2523,Gasoline,7-Speed Manual,Bianco Icarus Metallic,Nero Ade,0,0,288900,571.0,5.2,10.0
BMW,328 xi,2007,83000,Gasoline,6-Speed A/T,Black,Brown,0,1,8995,230.0,3.0,6.0
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,8-Speed A/T,Gray,Black,0,1,50000,354.0,3.0,6.0
Cadillac,Escalade Sport Platinum,2021,15689,Diesel,10-Speed Automatic,Infrared Tintcoat,Jet Black,0,0,97952,400.0,3.0,6.0
BMW,M235 i,2014,125450,Gasoline,6-Speed M/T,Blue,Black,0,1,17200,320.0,3.0,6.0
Kia,Telluride SX,2023,9822,Gasoline,8-Speed Automatic,Midnight Black,Gray,0,0,50998,199.0,3.8,6.0
Chevrolet,Express 3500 Base,2008,144000,Gasoline,A/T,White,Gray,0,1,22000,323.0,6.0,8.0
GMC,Acadia SLE,2020,30900,Gasoline,9-Speed Automatic,Summit White,Jet Black,0,1,27654,355.0,2.5,4.0
BMW,X3 xDrive30i,2021,2492,Gasoline,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,0,0,41598,335.0,2.0,6.0
Audi,TT 2.0T,2015,126760,Gasoline,A/T,Black,Black,1,1,14000,211.0,2.0,4.0
Subaru,Outback 3.6R Touring,2017,100680,Gasoline,A/T,Brown,Unknown,0,1,20500,256.0,3.6,6.0
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,A/T,Red,Unknown,0,1,4495,140.0,2.4,4.0
Hyundai,Santa Fe SEL,2022,26895,Gasoline,8-Speed Automatic,Quartz White,Black,0,0,29800,240.0,2.5,4.0
BMW,M5 Base,2018,20500,Gasoline,8-Speed A/T,Silver,Black,0,1,67000,600.0,4.4,8.0
Dodge,Ram 1500 ST,2011,134000,Gasoline,A/T,Black,Gray,1,1,10500,390.0,5.7,8.0
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,CVT Transmission,Blue,Black,1,1,10000,188.0,2.0,4.0
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,10-Speed A/T,Orange,Black,0,1,71000,437.0,3.4,6.0
Land,Rover Range Rover Evoque Pure,2015,115550,Gasoline,9-Speed A/T,White,Black,0,1,17500,240.0,2.0,4.0
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,6-Speed A/T,White,Beige,1,1,9750,310.0,5.4,8.0
Ford,Mustang Mach-E Select,2023,923,Electric,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,0,0,46998,325.0,0.0,0.0
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,5-Speed A/T,Black,Black,0,1,75000,188.0,3.0,6.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,9-Speed A/T,White,Brown,0,1,95000,603.0,4.0,8.0
BMW,440 i xDrive,2018,73500,Gasoline,A/T,Black,Blue,0,1,32000,320.0,3.0,6.0
Acura,Integra LS,1998,120000,Gasoline,4-Speed A/T,Red,Unknown,1,1,5500,140.0,1.8,4.0
Audi,Q7 55 Prestige,2019,73837,Gasoline,8-Speed Automatic,Cobra Beige Metallic,Nougat Brown,0,1,36340,333.0,3.0,6.0
BMW,M6 Base,2014,29500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,40999,560.0,4.4,8.0
Volkswagen,Arteon 2.0T SE,2021,13613,Gasoline,Automatic,Pure White,Titan Black,0,0,29798,200.0,2.0,4.0
Lexus,LX 600 F SPORT,2023,1185,Gasoline,10-Speed A/T,Black,Black,0,1,120990,409.0,3.4,6.0
INFINITI,Q40 Base,2015,143250,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,11500,328.0,3.7,6.0
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,Transmission w/Dual Shift Mode,Green,Beige,1,1,11500,215.0,3.0,6.0
BMW,M6 Base,2015,18651,Gasoline,Transmission w/Dual Shift Mode,Red,Black,0,1,59549,560.0,4.4,8.0
BMW,X3 M40i,2019,36438,Gasoline,Automatic,Alpine White,Oyster W/Contrast,0,0,39998,335.0,3.0,6.0
Kia,Sorento LX,2014,46628,Gasoline,6-Speed Automatic,Snow White Pearl,Beige,0,0,15363,199.0,2.4,4.0
Rivian,R1S Adventure Package,2023,5700,Electric,1-Speed A/T,Gray,White,0,1,95000,835.0,0.0,0.0
BMW,Z4 sDrive28i,2015,57550,Gasoline,6-Speed M/T,Black,White,0,1,29995,240.0,2.0,4.0
Cadillac,CTS-V Base,2017,48600,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,60999,640.0,6.2,8.0
Ford,Transit Connect XL,2020,119000,Gasoline,A/T,White,Black,0,1,18000,169.0,2.5,4.0
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,Gasoline,Transmission w/Dual Shift Mode,White,Red,0,1,72000,550.0,5.0,8.0
Lexus,IS 250 Base,2010,121250,Gasoline,6-Speed A/T,Black,White,1,1,13250,204.0,2.5,6.0
BMW,X7 xDrive40i,2023,2437,Hybrid,Transmission w/Dual Shift Mode,Gray,Black,0,1,78350,375.0,3.0,6.0
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,A/T,Gray,Beige,1,1,22000,316.0,2.0,4.0
Hyundai,Tucson Limited,2008,149000,Gasoline,4-Speed A/T,Black,Gray,0,1,3850,173.0,2.7,6.0
Dodge,Durango GT,2021,14684,Gasoline,8-Speed Automatic,DB Black Clearcoat,Black,0,0,37995,345.0,3.6,6.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000,Gasoline,9-Speed A/T,White,Black,1,1,39000,362.0,3.0,6.0
GMC,Yukon XL SLT,2019,65212,Gasoline,Automatic,Summit White,Jet Black,0,1,42995,355.0,5.3,8.0
Audi,RS Q8 4.0T,2020,41856,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,91500,591.0,4.0,8.0
Rivian,R1S Adventure Package,2023,655,Electric,1-Speed A/T,Red,Silver,0,1,94500,835.0,0.0,0.0
Toyota,RAV4 Hybrid XLE,2019,54000,Hybrid,CVT Transmission,Gray,Gray,0,1,33000,219.0,2.5,4.0
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,8-Speed A/T,Gray,Black,0,1,53900,505.0,2.9,6.0
Land,Rover Range Rover Evoque SE,2020,38356,Gasoline,Automatic,Firenze Red Metallic,Ebony,0,0,36598,380.0,2.0,8.0
Alfa,Romeo Stelvio Ti Sport,2020,21487,Gasoline,8-Speed Automatic,Anodized Blue Metallic,Ice,0,1,35345,280.0,2.0,4.0
Cadillac,Escalade EXT Base,2007,99000,Gasoline,6-Speed A/T,Black,Black,0,1,22999,403.0,6.2,8.0
Ford,F-250 Lariat,2019,35597,E85 Flex Fuel,6-Speed Automatic,Black,Black,0,0,47756,325.0,6.2,8.0
Nissan,350Z Enthusiast,2005,130307,Gasoline,5-Speed A/T,Blue,Black,0,1,9950,287.0,3.5,6.0
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,A/T,Blue,Black,0,1,7600,170.0,2.5,4.0
Honda,Civic LX,2003,160265,Gasoline,A/T,White,Gray,1,1,3000,115.0,1.7,4.0
McLaren,570S Spider,2020,8700,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,185000,562.0,3.8,8.0
Maserati,Ghibli S Q4,2016,1000,Gasoline,Transmission w/Dual Shift Mode,Gray,Red,0,1,36000,404.0,3.0,6.0
Jeep,Wagoneer Series II 4x4,2022,29800,Gasoline,"Automatic, 8-Spd",Unknown,Unknown,0,0,58900,285.0,5.7,8.0
Maserati,Ghibli S Q4,2017,49750,Gasoline,Transmission w/Dual Shift Mode,White,Red,0,1,27995,404.0,3.0,6.0
Lexus,RX 300 Base,2002,121000,Gasoline,A/T,Silver,Black,0,1,6348,220.0,3.0,6.0
Lincoln,Aviator Luxury,2005,140000,Gasoline,A/T,Black,Beige,0,1,2000,302.0,4.6,8.0
Ford,Transit Connect XL,2018,66770,E85 Flex Fuel,6-Speed A/T,Red,Unknown,0,0,21500,169.0,2.5,4.0
Cadillac,SRX Luxury Collection,2016,61549,Gasoline,Automatic,Red,Ebony,1,0,19998,400.0,3.6,8.0
Lincoln,MKS EcoBoost,2016,38100,Gasoline,A/T,Silver,Beige,0,1,21000,365.0,3.5,6.0
Toyota,Yaris Base,2010,138071,Gasoline,5-Speed M/T,Red,Gray,0,1,5000,106.0,1.5,4.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,1,1,72000,603.0,4.0,8.0
Mercedes-Benz,GLS 450 Base,2022,41545,Hybrid,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,0,0,71998,362.0,3.0,8.0
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850,Gasoline,A/T,White,Black,1,1,127899,416.0,4.0,8.0
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,6-Speed M/T,Blue,Red,0,1,11000,201.0,1.6,4.0
Toyota,4Runner Limited,2019,48156,Gasoline,5-Speed Automatic,Midnight Black Metallic,Sand Beige,0,0,40368,268.0,4.0,6.0
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700,Hybrid,9-Speed A/T,Black,Black,0,1,99900,496.0,4.0,8.0
Audi,RS 7 4.0T Performance Prestige,2017,39071,Gasoline,8-Speed Automatic,White,Black,0,0,67900,333.0,4.0,8.0
Mazda,MX-5 Miata Base,1999,96680,Gasoline,5-Speed M/T,Green,Beige,1,1,12900,140.0,1.8,4.0
Mercedes-Benz,AMG C 43 Base,2017,53500,Gasoline,9-Speed A/T,White,Brown,1,1,33999,362.0,3.0,6.0
